open_time,side,entry,sl,tp,exit_time,R,equity,win
2025-08-13 16:20:00,LONG,4699.48,4689.828056226067,4718.783887547866,2025-08-13 16:21:59.999,2.0,3.0,True
2025-08-13 16:22:00,LONG,4720.97,4706.991436235741,4748.927127528517,2025-08-13 16:40:59.999,-1.0,0.0,False
2025-08-13 17:01:00,LONG,4703.89,4694.155352128161,4723.359295743679,2025-08-13 17:10:59.999,2.0,0.0,True
2025-08-13 17:11:00,LONG,4721.99,4710.585530900293,4744.798938199414,2025-08-13 17:34:59.999,-1.0,0.0,False
2025-08-13 17:54:00,LONG,4718.3,4709.697179208498,4735.505641583005,2025-08-13 18:01:59.999,2.0,0.0,True
2025-08-13 18:02:00,LONG,4743.1,4733.750008383637,4761.799983232727,2025-08-13 18:05:59.999,-1.0,0.0,False
2025-08-13 18:06:00,LONG,4732.8,4722.034613558024,4754.330772883953,2025-08-13 18:22:59.999,-1.0,0.0,False
2025-08-13 18:28:00,SHORT,4708.24,4717.810077438447,4689.099845123107,2025-08-13 18:31:59.999,-1.0,0.0,False
2025-08-13 18:32:00,SHORT,4713.8,4723.643409691781,4694.113180616438,2025-08-13 18:33:59.999,-1.0,0.0,False
2025-08-13 18:38:00,SHORT,4692.94,4704.443228365729,4669.933543268542,2025-08-13 18:39:59.999,-1.0,0.0,False
2025-08-13 18:40:00,SHORT,4706.54,4719.618931601062,4680.382136797876,2025-08-13 19:01:59.999,-1.0,0.0,False
2025-08-13 19:06:00,LONG,4726.0,4716.2118307014325,4745.576338597136,2025-08-13 19:13:59.999,-1.0,0.0,False
2025-08-13 19:16:00,LONG,4726.5,4717.609475908654,4744.281048182693,2025-08-13 19:21:59.999,2.0,0.0,True
2025-08-13 19:22:00,LONG,4741.85,4731.72600884187,4762.097982316262,2025-08-13 19:30:59.999,-1.0,0.0,False
2025-08-13 19:41:00,SHORT,4713.01,4722.065540485904,4694.898919028191,2025-08-13 19:50:59.999,-1.0,0.0,False
2025-08-13 19:57:00,LONG,4734.96,4725.677942417489,4753.524115165022,2025-08-13 19:59:59.999,-1.0,0.0,False
2025-08-13 20:00:00,LONG,4738.72,4728.616472117793,4758.927055764414,2025-08-13 20:03:59.999,-1.0,0.0,False
2025-08-13 20:17:00,SHORT,4713.91,4724.079388600695,4693.57122279861,2025-08-13 20:38:59.999,-1.0,0.0,False
2025-08-13 20:42:00,LONG,4727.24,4720.267084371453,4741.185831257093,2025-08-13 20:48:59.999,-1.0,0.0,False
2025-08-13 20:57:00,SHORT,4713.76,4720.47423195152,4700.331536096961,2025-08-13 21:00:59.999,-1.0,0.0,False
2025-08-13 21:03:00,LONG,4726.67,4719.984061117885,4740.04187776423,2025-08-13 21:07:59.999,2.0,0.0,True
2025-08-13 21:08:00,LONG,4755.21,4746.2600880114,4773.109823977201,2025-08-13 21:09:59.999,-1.0,0.0,False
2025-08-13 21:10:00,LONG,4741.31,4729.662601397585,4764.604797204832,2025-08-13 21:19:59.999,2.0,0.0,True
2025-08-13 21:20:00,LONG,4771.0,4756.223892446992,4800.552215106016,2025-08-13 21:24:59.999,-1.0,0.0,False
2025-08-13 21:25:00,LONG,4759.27,4745.12842025146,4787.553159497082,2025-08-13 21:43:59.999,-1.0,0.0,False
2025-08-13 21:51:00,SHORT,4719.79,4730.630641551081,4698.108716897837,2025-08-13 21:54:59.999,-1.0,0.0,False
2025-08-13 21:55:00,SHORT,4729.68,4740.173836639432,4708.692326721136,2025-08-13 22:00:59.999,2.0,0.0,True
2025-08-13 22:01:00,SHORT,4710.21,4721.189224384576,4688.251551230849,2025-08-13 22:02:59.999,-1.0,0.0,False
2025-08-13 22:03:00,SHORT,4717.21,4729.002162862211,4693.625674275579,2025-08-13 22:07:59.999,-1.0,0.0,False
2025-08-13 22:23:00,LONG,4741.43,4731.241429128919,4761.807141742163,2025-08-13 22:24:59.999,-1.0,0.0,False
