open_time,side,entry,sl,tp,exit_time,R,equity,win
2025-08-12 10:45:00,SHORT,4283.75,4296.929932860221,4257.390134279558,2025-08-12 11:14:59.999,2.0,0.0,True
2025-08-12 11:15:00,SHORT,4260.37,4274.107755678319,4232.894488643361,2025-08-12 11:29:59.999,-1.0,0.0,False
2025-08-12 11:30:00,SHORT,4275.18,4289.235526321162,4247.068947357677,2025-08-12 11:59:59.999,-1.0,0.0,False
2025-08-12 12:35:00,LONG,4352.42,4329.070010796616,4399.119978406768,2025-08-12 12:44:59.999,2.0,0.0,True
2025-08-12 12:45:00,LONG,4406.93,4379.362254207286,4462.0654915854275,2025-08-12 13:09:59.999,-1.0,0.0,False
2025-08-12 13:10:00,LONG,4385.26,4355.595200904731,4444.589598190539,2025-08-12 13:54:59.999,-1.0,0.0,False
2025-08-12 14:00:00,LONG,4381.42,4346.600293798688,4451.059412402624,2025-08-12 15:39:59.999,2.0,0.0,True
2025-08-12 15:40:00,LONG,4442.82,4415.659099814485,4497.141800371029,2025-08-12 17:19:59.999,2.0,0.0,True
2025-08-12 17:20:00,LONG,4494.41,4471.586509251575,4540.0569814968485,2025-08-12 17:29:59.999,-1.0,0.0,False
2025-08-12 17:30:00,LONG,4475.61,4451.398954405695,4524.032091188609,2025-08-12 20:09:59.999,2.0,0.0,True
2025-08-12 20:10:00,LONG,4522.71,4501.948549195578,4564.232901608843,2025-08-12 20:19:59.999,2.0,0.0,True
2025-08-12 20:20:00,LONG,4601.26,4570.8840551737385,4662.011889652524,2025-08-12 22:04:59.999,-1.0,0.0,False
2025-08-12 23:05:00,LONG,4591.2,4569.8280458903855,4633.9439082192275,2025-08-13 00:49:59.999,2.0,0.0,True
2025-08-13 00:50:00,LONG,4629.66,4608.908481016315,4671.163037967371,2025-08-13 01:04:59.999,-1.0,0.0,False
2025-08-13 02:30:00,LONG,4600.73,4581.182442581005,4639.82511483799,2025-08-13 03:04:59.999,2.0,0.0,True
2025-08-13 03:05:00,LONG,4629.75,4608.100637484128,4673.048725031744,2025-08-13 03:14:59.999,-1.0,0.0,False
2025-08-13 03:20:00,LONG,4619.29,4596.842205011892,4664.185589976218,2025-08-13 04:04:59.999,2.0,0.0,True
2025-08-13 04:05:00,LONG,4662.85,4639.531090716885,4709.48781856623,2025-08-13 05:34:59.999,-1.0,0.0,False
2025-08-13 06:50:00,SHORT,4619.34,4640.893860031053,4576.232279937894,2025-08-13 09:24:59.999,-1.0,0.0,False
2025-08-13 09:30:00,LONG,4639.34,4623.711739525236,4670.596520949527,2025-08-13 09:54:59.999,2.0,0.0,True
2025-08-13 09:55:00,LONG,4696.02,4675.4107715601085,4737.238456879784,2025-08-13 11:39:59.999,-1.0,0.0,False
2025-08-13 11:50:00,LONG,4693.54,4675.850596036064,4728.918807927871,2025-08-13 12:14:59.999,-1.0,0.0,False
2025-08-13 12:20:00,LONG,4696.57,4679.404862005074,4730.900275989851,2025-08-13 12:54:59.999,-1.0,0.0,False
2025-08-13 13:15:00,LONG,4706.99,4687.003802473678,4746.962395052643,2025-08-13 13:39:59.999,-1.0,0.0,False
2025-08-13 14:35:00,SHORT,4661.85,4696.859435355116,4591.831129289769,2025-08-13 14:44:59.999,-1.0,0.0,False
2025-08-13 14:55:00,SHORT,4649.85,4688.451525749101,4572.646948501799,2025-08-13 16:09:59.999,-1.0,0.0,False
2025-08-13 16:25:00,LONG,4715.78,4684.368164586856,4778.603670826286,2025-08-13 16:49:59.999,-1.0,0.0,False
2025-08-13 17:00:00,LONG,4700.05,4672.121139763385,4755.907720473229,2025-08-13 21:09:59.999,2.0,0.0,True
2025-08-13 21:10:00,LONG,4741.31,4717.531896033496,4788.86620793301,2025-08-13 21:54:59.999,-1.0,0.0,False
2025-08-13 22:40:00,LONG,4748.47,4723.428756139792,4798.552487720417,2025-08-13 22:59:59.999,-1.0,0.0,False
2025-08-13 23:40:00,LONG,4770.19,4742.902048730348,4824.765902539302,2025-08-14 00:04:59.999,-1.0,0.0,False
2025-08-14 01:00:00,SHORT,4714.8,4742.53513775132,4659.32972449736,2025-08-14 01:34:59.999,-1.0,0.0,False
2025-08-14 01:55:00,SHORT,4719.56,4743.2361800222225,4672.207639955556,2025-08-14 02:39:59.999,-1.0,0.0,False
2025-08-14 02:45:00,LONG,4759.59,4739.296697129479,4800.176605741041,2025-08-14 05:14:59.999,-1.0,0.0,False
2025-08-14 05:45:00,SHORT,4730.02,4747.988694341283,4694.082611317434,2025-08-14 06:34:59.999,-1.0,0.0,False
2025-08-14 06:50:00,LONG,4776.09,4753.805787781163,4820.658424437673,2025-08-14 07:09:59.999,-1.0,0.0,False
2025-08-14 07:50:00,SHORT,4736.5,4756.466816320607,4696.566367358785,2025-08-14 09:39:59.999,-1.0,0.0,False
2025-08-14 10:00:00,LONG,4758.25,4742.602540879364,4789.544918241273,2025-08-14 10:39:59.999,-1.0,0.0,False
2025-08-14 10:45:00,SHORT,4705.75,4728.693956292285,4659.86208741543,2025-08-14 12:04:59.999,-1.0,0.0,False
2025-08-14 12:35:00,SHORT,4560.59,4603.821357759772,4474.127284480457,2025-08-14 12:44:59.999,-1.0,0.0,False
2025-08-14 12:45:00,SHORT,4619.22,4670.814053374497,4516.031893251007,2025-08-14 13:04:59.999,2.0,0.0,True
2025-08-14 13:05:00,SHORT,4485.72,4543.080400703588,4370.999198592826,2025-08-14 13:14:59.999,-1.0,0.0,False
2025-08-14 13:15:00,SHORT,4583.46,4647.143687341359,4456.092625317284,2025-08-14 14:29:59.999,-1.0,0.0,False
